OverallQual,GarageCars,GrLivArea,ExterQual,TotalBsmtSF,BsmtQual,FullBath,BsmtFinSF1,KitchenQual,YearBuilt,Neighborhood,CentralAir,2ndFlrSF,LotArea,OverallCond,FireplaceQu,YearRemodAdd,GarageFinish,KitchenAbvGr,GarageType,LandContour,MSZoning,LotFrontage,SaleCondition,BsmtFullBath,RoofMatl,BsmtExposure,HalfBath,BedroomAbvGr,GarageYrBlt,BsmtFinType1,SalePrice
5,2,1721,3.0,1461,4.0,2,570,3.0,1968,19.0,1.0,0,10335,6,3.0,1993,2.0,1,5.0,3.0,3.0,78.0,4.0,0,1.0,3.0,1,3,1968,5.0,180000
7,2,1682,3.0,1304,4.0,2,0,3.0,1970,14.0,1.0,0,10400,6,4.0,1970,1.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,0,3,1970,6.0,174000
5,1,1214,3.0,1214,4.0,2,695,3.0,1967,12.0,1.0,0,10355,5,2.0,1967,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1967,1.0,143000
7,3,1959,3.0,1907,4.0,3,0,3.0,1988,11.0,1.0,0,11070,5,0.0,1989,1.0,2,6.0,3.0,3.0,82.0,3.0,0,1.0,3.0,0,5,1989,6.0,171000
8,3,1852,2.0,1004,2.0,2,668,2.0,1999,5.0,1.0,848,9066,5,3.0,2000,3.0,1,5.0,3.0,3.0,73.0,4.0,0,1.0,2.0,1,3,1999,2.0,230000
6,2,1764,3.0,928,2.0,2,821,2.0,1997,5.0,1.0,836,15426,5,0.0,1997,2.0,1,5.0,3.0,3.0,65.0,4.0,1,1.0,3.0,1,3,1997,2.0,231500
4,0,864,3.0,864,4.0,1,432,3.0,1971,12.0,1.0,0,10500,5,1.0,1971,0.0,1,0.0,3.0,3.0,70.0,4.0,0,1.0,3.0,0,3,0,0.0,115000
7,2,1734,2.0,1734,2.0,2,1300,2.0,2005,5.0,1.0,0,11645,5,0.0,2005,3.0,1,5.0,3.0,3.0,78.0,4.0,1,1.0,0.0,0,3,2005,2.0,260000
5,2,1385,3.0,910,4.0,2,507,3.0,1952,12.0,1.0,475,8520,4,0.0,1952,1.0,1,1.0,3.0,3.0,71.0,4.0,0,1.0,3.0,0,4,2000,5.0,166000
7,2,1501,2.0,1490,2.0,2,679,2.0,1999,5.0,1.0,0,10335,5,0.0,1999,2.0,1,5.0,3.0,3.0,78.0,4.0,1,1.0,1.0,0,3,1999,2.0,204000
5,2,1728,3.0,1728,4.0,2,1332,3.0,1963,19.0,1.0,0,9100,5,0.0,1963,1.0,2,1.0,3.0,4.0,70.0,0.0,1,1.0,3.0,0,6,1963,5.0,125000
6,2,1709,2.0,970,2.0,2,0,2.0,2004,7.0,1.0,739,2522,5,0.0,2006,1.0,1,1.0,3.0,4.0,24.0,4.0,0,1.0,3.0,0,3,2004,6.0,130000
5,1,875,3.0,715,4.0,1,209,3.0,1931,3.0,1.0,0,6120,7,0.0,1993,1.0,1,1.0,3.0,4.0,51.0,4.0,1,1.0,3.0,0,2,1931,1.0,105000
7,2,2035,2.0,884,2.0,2,0,2.0,2001,8.0,1.0,1151,9505,5,4.0,2001,3.0,1,3.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,2001,6.0,222500
7,0,1080,3.0,1080,2.0,1,680,2.0,2004,20.0,1.0,0,7500,5,0.0,2005,0.0,1,0.0,3.0,3.0,63.0,4.0,1,1.0,3.0,0,3,0,2.0,141000
5,1,1344,3.0,896,2.0,1,0,3.0,1936,3.0,1.0,448,6240,4,0.0,1950,1.0,1,1.0,3.0,4.0,0.0,4.0,0,1.0,3.0,0,3,1936,6.0,115000
5,2,969,3.0,969,4.0,1,716,3.0,1975,5.0,1.0,0,10356,6,0.0,1975,1.0,1,5.0,3.0,3.0,120.0,4.0,0,1.0,0.0,1,3,1975,1.0,122000
8,3,1710,2.0,1710,0.0,2,1400,2.0,2007,16.0,1.0,0,13891,5,4.0,2008,2.0,1,5.0,3.0,3.0,107.0,5.0,1,1.0,1.0,0,2,2007,2.0,372402
6,2,1993,3.0,825,4.0,2,416,3.0,1971,14.0,1.0,896,14803,5,4.0,1971,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,4,1971,5.0,190000
6,2,1252,3.0,1602,2.0,1,429,3.0,1960,4.0,1.0,0,13500,7,4.0,1975,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,1.0,0,1,1960,1.0,235000
6,1,1200,3.0,1200,4.0,1,0,3.0,1923,17.0,1.0,0,11340,5,0.0,1950,1.0,1,1.0,3.0,4.0,84.0,3.0,0,1.0,3.0,0,4,1923,6.0,125000
6,0,1096,3.0,572,4.0,1,0,3.0,1924,7.0,0.0,524,9600,5,0.0,1950,0.0,1,0.0,3.0,3.0,60.0,4.0,0,1.0,3.0,0,2,0,6.0,79000
5,2,1040,3.0,0,3.0,1,0,3.0,1950,12.0,1.0,0,7200,7,0.0,1950,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,4.0,0,2,1950,4.0,109500
8,3,1968,2.0,774,0.0,2,0,0.0,2009,23.0,1.0,1194,12003,5,4.0,2010,3.0,1,3.0,3.0,3.0,92.0,5.0,0,1.0,3.0,1,4,2009,6.0,269500
7,2,1947,2.0,991,2.0,2,222,2.0,2004,21.0,1.0,956,12552,5,4.0,2005,2.0,1,5.0,3.0,1.0,100.0,4.0,0,1.0,3.0,1,3,2004,2.0,254900
7,2,2462,2.0,1392,2.0,2,57,2.0,2005,8.0,1.0,1070,19378,5,4.0,2006,2.0,1,5.0,1.0,3.0,134.0,5.0,1,1.0,2.0,1,4,2006,2.0,320000
6,2,1232,3.0,1232,2.0,2,660,3.0,1984,24.0,1.0,0,11120,6,0.0,1984,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,0,3,1984,1.0,162500
9,3,2668,2.0,1572,0.0,2,1016,0.0,2003,16.0,1.0,1096,13688,5,4.0,2004,3.0,1,3.0,3.0,3.0,110.0,4.0,1,1.0,0.0,1,3,2003,2.0,412500
7,2,1541,2.0,1541,2.0,2,1201,2.0,2005,16.0,1.0,0,12182,5,4.0,2005,2.0,1,5.0,3.0,3.0,95.0,5.0,0,1.0,2.0,0,3,2005,1.0,220000
4,0,882,3.0,882,4.0,1,0,3.0,1956,17.0,1.0,0,5500,6,0.0,1956,0.0,1,0.0,3.0,3.0,55.0,4.0,0,1.0,3.0,0,1,0,6.0,103200
6,1,1616,3.0,1149,4.0,2,370,2.0,1926,17.0,1.0,467,5400,7,0.0,2004,1.0,1,1.0,3.0,4.0,40.0,4.0,0,1.0,2.0,0,3,1926,3.0,152000
5,0,1355,3.0,644,4.0,2,351,3.0,1940,7.0,1.0,547,10106,7,0.0,1999,0.0,2,0.0,3.0,3.0,62.0,4.0,1,1.0,3.0,0,4,0,0.0,127500
5,1,1867,2.0,1617,4.0,1,379,3.0,1955,4.0,1.0,0,10708,5,4.0,1993,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,2,1955,3.0,190000
8,3,2161,2.0,1582,0.0,1,1288,0.0,2007,16.0,1.0,551,10562,5,4.0,2007,3.0,1,5.0,3.0,3.0,86.0,5.0,1,1.0,3.0,1,3,2007,2.0,325624
7,2,1720,2.0,840,2.0,2,0,2.0,2004,8.0,1.0,880,8244,5,4.0,2004,3.0,1,5.0,3.0,3.0,62.0,4.0,0,1.0,3.0,1,3,2004,6.0,183500
8,2,1707,2.0,1686,2.0,2,0,3.0,1981,23.0,1.0,0,16669,6,3.0,1981,2.0,1,5.0,3.0,3.0,0.0,4.0,0,6.0,3.0,1,2,1981,6.0,228000
5,2,1382,3.0,720,4.0,1,360,3.0,1941,17.0,1.0,0,12358,6,0.0,1950,1.0,1,1.0,3.0,4.0,0.0,4.0,0,1.0,3.0,1,2,1991,5.0,128500
6,2,1656,3.0,1080,4.0,1,639,3.0,1960,12.0,1.0,0,31770,5,4.0,1960,3.0,1,5.0,3.0,3.0,141.0,4.0,1,1.0,1.0,0,3,1960,1.0,215000
7,2,1767,2.0,1064,2.0,2,495,2.0,1987,22.0,1.0,703,5306,7,3.0,1987,2.0,1,5.0,3.0,3.0,44.0,4.0,1,1.0,3.0,0,2,1987,2.0,239000
6,2,1362,3.0,1362,4.0,1,288,3.0,1961,12.0,1.0,0,10197,5,3.0,1961,1.0,1,5.0,3.0,3.0,80.0,4.0,1,1.0,3.0,1,3,1961,0.0,163000
6,2,1651,3.0,1606,2.0,2,1398,3.0,1986,23.0,1.0,0,12416,5,3.0,1986,3.0,1,5.0,3.0,3.0,47.0,4.0,1,1.0,3.0,0,3,1986,0.0,184000
6,2,2158,3.0,1202,4.0,2,477,2.0,1950,7.0,1.0,0,12615,7,4.0,2001,1.0,1,5.0,3.0,3.0,84.0,4.0,1,1.0,0.0,0,4,1950,0.0,243000
6,2,2060,2.0,1151,2.0,2,831,3.0,1988,4.0,1.0,896,10029,5,3.0,1989,1.0,1,5.0,3.0,3.0,97.0,4.0,0,1.0,3.0,1,4,1988,2.0,211000
5,2,1920,2.0,1052,4.0,2,57,2.0,1958,19.0,1.0,668,13650,5,4.0,1958,1.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,4,1958,0.0,172500
9,3,2234,0.0,2216,0.0,2,1904,0.0,2008,22.0,1.0,0,17423,5,4.0,2009,3.0,1,5.0,3.0,3.0,63.0,5.0,1,1.0,3.0,0,1,2009,2.0,501837
5,2,968,2.0,968,4.0,1,0,3.0,1923,17.0,1.0,0,8520,6,0.0,2006,1.0,1,1.0,3.0,4.0,60.0,4.0,0,1.0,3.0,0,2,1935,6.0,100000
6,2,1525,2.0,756,2.0,2,436,2.0,2000,21.0,1.0,756,2117,5,3.0,2000,1.0,1,1.0,3.0,1.0,0.0,4.0,0,1.0,3.0,1,3,2000,2.0,177000
7,1,1802,3.0,793,1.0,1,352,3.0,1920,6.0,1.0,901,7588,6,4.0,1950,1.0,1,1.0,3.0,3.0,54.0,4.0,0,1.0,3.0,1,4,1920,3.0,200100
5,1,1340,3.0,0,3.0,1,0,3.0,1957,7.0,1.0,0,9060,6,4.0,2006,2.0,1,5.0,3.0,3.0,60.0,4.0,0,1.0,4.0,0,3,1957,4.0,120000
7,2,2082,3.0,1362,2.0,2,0,2.0,2003,17.0,1.0,720,11426,5,0.0,2003,1.0,1,1.0,3.0,4.0,63.0,4.0,0,1.0,3.0,1,3,2003,6.0,200000
5,2,1252,3.0,504,1.0,1,0,3.0,1908,3.0,1.0,316,7438,8,0.0,1991,1.0,1,5.0,3.0,3.0,92.0,4.0,0,1.0,3.0,0,3,1986,6.0,127000
10,3,3608,2.0,1107,4.0,2,0,0.0,1892,17.0,1.0,1518,22950,9,3.0,1993,1.0,1,1.0,3.0,4.0,90.0,4.0,0,7.0,2.0,1,4,1993,6.0,475000
7,2,1217,3.0,1188,2.0,2,611,2.0,1990,11.0,1.0,0,9947,5,0.0,1991,1.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,0.0,0,3,1990,2.0,173000
5,1,1656,3.0,660,1.0,2,0,3.0,1916,17.0,1.0,704,10410,7,0.0,1987,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,3.0,1,3,1916,6.0,135000
5,2,1224,3.0,1086,2.0,0,1086,3.0,1979,20.0,1.0,0,7018,5,3.0,1979,1.0,2,1.0,0.0,3.0,64.0,2.0,2,1.0,0.0,2,2,1979,2.0,153337
8,2,1593,2.0,1593,0.0,1,1153,0.0,2001,22.0,1.0,0,4923,5,4.0,2002,3.0,1,5.0,3.0,3.0,41.0,4.0,1,1.0,0.0,1,0,2001,2.0,286000
8,2,2727,2.0,853,2.0,2,297,2.0,1932,6.0,1.0,1178,10570,8,3.0,1994,1.0,1,1.0,0.0,3.0,70.0,4.0,0,1.0,3.0,1,3,1932,5.0,315000
7,2,1479,3.0,725,4.0,1,626,2.0,1972,12.0,1.0,754,7472,9,0.0,2004,3.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,4,1972,0.0,184000
7,2,1431,2.0,1431,2.0,2,560,2.0,1999,5.0,1.0,0,9017,5,0.0,1999,3.0,1,5.0,3.0,3.0,68.0,4.0,1,1.0,0.0,0,3,1999,2.0,192000
7,2,1709,2.0,970,2.0,2,0,2.0,2004,7.0,1.0,739,2522,5,0.0,2004,1.0,1,1.0,3.0,4.0,24.0,4.0,0,1.0,3.0,0,3,2004,6.0,130000
5,1,864,3.0,864,4.0,1,390,3.0,1972,5.0,1.0,0,7180,7,0.0,1972,1.0,1,1.0,3.0,3.0,60.0,4.0,0,1.0,0.0,0,3,1989,0.0,127000
6,2,1456,3.0,855,2.0,2,566,3.0,1976,13.0,1.0,601,2280,6,3.0,1976,1.0,1,5.0,3.0,3.0,24.0,4.0,0,1.0,3.0,1,3,1976,0.0,148500
7,3,1726,0.0,1726,0.0,2,1126,0.0,2007,21.0,1.0,0,9416,5,4.0,2007,3.0,1,5.0,3.0,3.0,79.0,5.0,1,1.0,3.0,0,3,2007,2.0,311872
8,2,3112,2.0,1360,4.0,2,1036,2.0,1918,12.0,1.0,1360,25419,4,5.0,1990,1.0,1,1.0,3.0,3.0,174.0,0.0,1,1.0,3.0,0,4,1918,2.0,235000
6,0,2229,3.0,755,4.0,1,0,3.0,1912,17.0,1.0,929,5520,6,0.0,1950,0.0,1,0.0,3.0,4.0,92.0,0.0,0,1.0,3.0,0,5,0,6.0,104000
8,3,1713,2.0,1713,0.0,2,1088,0.0,2004,16.0,1.0,0,9591,5,4.0,2005,3.0,1,5.0,3.0,3.0,76.0,4.0,1,1.0,0.0,0,3,2004,2.0,274900
4,2,1121,3.0,1121,2.0,2,0,3.0,2003,7.0,1.0,0,8546,5,0.0,2004,2.0,1,5.0,3.0,4.0,80.0,4.0,0,1.0,3.0,0,2,2003,6.0,140000
6,2,1279,3.0,1196,4.0,2,641,3.0,1977,11.0,1.0,0,10125,6,2.0,1977,1.0,1,1.0,3.0,3.0,75.0,4.0,0,1.0,3.0,0,3,1980,0.0,171500
6,1,1310,3.0,617,1.0,2,617,3.0,1924,17.0,1.0,445,7000,6,0.0,1950,1.0,1,5.0,3.0,3.0,50.0,4.0,0,1.0,3.0,0,2,1924,3.0,112000
6,2,848,2.0,848,2.0,1,662,2.0,2004,5.0,1.0,0,4438,5,4.0,2004,2.0,1,5.0,3.0,4.0,0.0,4.0,1,1.0,0.0,0,1,2004,2.0,149000
5,1,1284,3.0,720,4.0,1,312,3.0,1947,17.0,1.0,564,3500,7,0.0,1950,1.0,1,1.0,3.0,4.0,50.0,4.0,0,1.0,3.0,1,2,1948,3.0,110000
7,2,1442,3.0,1424,2.0,2,0,3.0,1990,8.0,1.0,0,11851,5,0.0,1990,2.0,1,5.0,3.0,3.0,99.0,4.0,0,1.0,3.0,0,3,1990,6.0,180500
5,1,1696,3.0,1140,4.0,1,0,3.0,1962,19.0,1.0,0,13673,5,3.0,1962,2.0,1,5.0,3.0,3.0,40.0,4.0,0,1.0,3.0,1,3,1962,6.0,143900
4,1,1100,3.0,1100,4.0,1,419,3.0,1960,12.0,1.0,0,12493,5,1.0,1960,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,0,3,1960,0.0,141000
7,2,2062,2.0,1157,2.0,2,1065,3.0,1988,20.0,1.0,882,14364,5,4.0,1989,3.0,1,5.0,2.0,3.0,0.0,4.0,1,1.0,1.0,1,3,1988,2.0,277000
6,2,1092,3.0,1092,2.0,1,787,3.0,1964,12.0,1.0,0,8250,7,0.0,1964,2.0,1,5.0,3.0,3.0,75.0,4.0,1,1.0,3.0,0,3,1964,5.0,145000
5,0,864,3.0,864,4.0,1,468,3.0,1925,7.0,0.0,0,5604,6,0.0,1950,0.0,1,0.0,3.0,3.0,67.0,4.0,1,1.0,3.0,0,2,0,5.0,98000
6,2,1212,3.0,1212,2.0,2,36,2.0,2009,7.0,1.0,0,10420,5,0.0,2009,2.0,1,5.0,3.0,3.0,83.0,4.0,0,1.0,2.0,0,3,2009,2.0,186000
7,2,1852,3.0,900,2.0,2,822,2.0,2009,21.0,1.0,920,8640,5,3.0,2009,2.0,1,5.0,3.0,1.0,72.0,5.0,1,1.0,3.0,1,3,2009,2.0,252678
5,2,990,3.0,990,2.0,1,716,3.0,1995,5.0,1.0,0,13568,5,0.0,1995,1.0,1,5.0,3.0,3.0,43.0,4.0,0,1.0,3.0,0,3,1996,0.0,156000
6,1,1392,3.0,689,2.0,1,378,3.0,1977,5.0,1.0,703,10900,7,0.0,1977,3.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1977,2.0,161750
5,1,1236,3.0,1070,4.0,1,360,2.0,1957,12.0,1.0,0,10011,6,2.0,1996,1.0,1,5.0,3.0,3.0,72.0,4.0,0,1.0,3.0,0,2,1957,1.0,134450
7,2,1436,2.0,1436,2.0,2,946,2.0,2004,5.0,1.0,0,8450,5,0.0,2004,1.0,1,5.0,3.0,3.0,65.0,4.0,1,1.0,2.0,0,3,2004,2.0,210000
4,1,1328,3.0,686,4.0,1,0,3.0,1925,17.0,0.0,518,9906,4,0.0,1950,1.0,1,1.0,3.0,4.0,57.0,3.0,0,1.0,3.0,0,3,1940,6.0,107000
7,2,1954,2.0,798,4.0,1,341,2.0,1939,6.0,1.0,817,15660,9,3.0,2006,1.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1939,1.0,311500
7,2,1248,2.0,1248,2.0,2,16,2.0,2005,0.0,1.0,0,3010,5,0.0,2006,3.0,1,5.0,3.0,3.0,43.0,5.0,0,1.0,0.0,0,2,2005,2.0,167240
7,2,1498,2.0,1498,2.0,2,0,2.0,2006,5.0,1.0,0,8990,5,0.0,2006,2.0,1,5.0,3.0,3.0,73.0,5.0,0,1.0,2.0,0,2,2006,6.0,204900
6,2,2267,2.0,1010,2.0,2,0,2.0,2002,8.0,1.0,1257,8068,5,3.0,2002,2.0,1,3.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,4,2002,6.0,200000
6,2,1552,3.0,713,2.0,2,550,3.0,1975,14.0,1.0,741,11475,6,3.0,1975,2.0,1,5.0,3.0,3.0,85.0,4.0,1,1.0,3.0,1,3,1975,0.0,179900
4,2,864,3.0,864,4.0,1,524,3.0,1971,12.0,1.0,0,10500,6,0.0,1971,1.0,1,1.0,3.0,3.0,70.0,0.0,0,1.0,3.0,0,2,1989,0.0,97000
10,3,2392,0.0,2392,0.0,2,56,0.0,2003,16.0,1.0,0,13472,5,5.0,2003,3.0,1,5.0,3.0,3.0,103.0,4.0,0,1.0,1.0,0,3,2003,2.0,386250
5,1,1302,3.0,630,4.0,2,0,3.0,1971,2.0,1.0,672,1680,5,0.0,1971,1.0,1,1.0,3.0,4.0,21.0,0.0,0,1.0,3.0,1,3,1991,6.0,112000
7,3,2520,2.0,1203,2.0,2,565,2.0,1995,15.0,1.0,1306,9950,5,3.0,1995,2.0,1,5.0,3.0,3.0,82.0,0.0,0,1.0,3.0,1,4,1995,2.0,290000
6,1,987,3.0,483,4.0,1,321,3.0,1970,2.0,1.0,504,1869,6,0.0,1970,1.0,1,1.0,3.0,4.0,21.0,4.0,0,1.0,3.0,1,2,1987,5.0,106000
5,1,912,3.0,912,4.0,1,842,3.0,1967,19.0,1.0,0,8521,5,2.0,1967,1.0,1,1.0,3.0,3.0,70.0,4.0,0,1.0,3.0,0,3,1974,0.0,125000
7,2,1555,2.0,1373,2.0,2,16,2.0,2005,0.0,1.0,0,3182,5,3.0,2006,3.0,1,5.0,3.0,3.0,43.0,4.0,0,1.0,0.0,0,2,2005,2.0,192500
6,1,1194,3.0,1194,4.0,1,0,3.0,1959,12.0,1.0,0,8760,6,0.0,1959,2.0,1,5.0,3.0,3.0,73.0,4.0,1,1.0,3.0,0,3,1959,6.0,148000
8,3,2794,2.0,1462,2.0,2,689,0.0,1995,15.0,1.0,1304,15138,5,3.0,1996,3.0,1,5.0,3.0,3.0,174.0,4.0,1,1.0,3.0,1,4,1995,2.0,403000
6,1,987,3.0,483,4.0,1,0,3.0,1972,2.0,1.0,504,1680,5,1.0,1972,1.0,1,5.0,3.0,4.0,21.0,4.0,0,1.0,3.0,1,2,1972,6.0,94500
5,1,894,3.0,894,4.0,1,182,3.0,1976,5.0,1.0,0,10650,6,0.0,1976,1.0,1,5.0,3.0,3.0,75.0,4.0,1,1.0,0.0,0,3,1976,3.0,128200
6,2,1960,2.0,860,2.0,2,625,2.0,2002,8.0,1.0,1100,7851,5,3.0,2002,3.0,1,3.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,4,2002,2.0,216500
6,1,987,3.0,483,4.0,1,358,3.0,1971,2.0,1.0,504,1680,3,0.0,1971,1.0,1,1.0,3.0,4.0,21.0,4.0,0,1.0,3.0,1,2,1971,0.0,89500
7,2,1414,2.0,1414,2.0,2,24,2.0,2004,5.0,1.0,0,8773,5,0.0,2004,2.0,1,5.0,3.0,3.0,65.0,4.0,0,1.0,0.0,0,3,2004,2.0,185500
7,2,1744,2.0,996,2.0,2,402,2.0,1993,20.0,1.0,730,9453,7,0.0,2003,2.0,1,5.0,3.0,3.0,0.0,4.0,0,1.0,3.0,1,3,1993,1.0,194500
8,3,1694,0.0,1694,0.0,2,0,2.0,2007,16.0,1.0,0,12030,5,0.0,2007,3.0,1,5.0,3.0,3.0,93.0,5.0,0,1.0,3.0,0,3,2007,6.0,318000
6,1,1487,3.0,735,4.0,1,94,3.0,1945,7.0,1.0,689,8741,4,4.0,1950,1.0,1,1.0,3.0,3.0,52.0,4.0,0,1.0,3.0,1,3,1949,3.0,113000
8,2,1566,2.0,1566,2.0,2,1078,2.0,2008,21.0,1.0,0,9000,5,0.0,2008,2.0,1,5.0,3.0,1.0,75.0,4.0,1,1.0,0.0,0,3,2008,2.0,262500
5,0,866,3.0,686,4.0,1,329,2.0,1945,17.0,1.0,0,3880,9,0.0,1997,0.0,1,0.0,3.0,4.0,40.0,4.0,0,1.0,3.0,0,2,0,0.0,110500
5,1,1440,3.0,540,4.0,1,0,3.0,1900,17.0,0.0,551,5000,4,0.0,1950,1.0,1,5.0,3.0,4.0,63.0,4.0,0,1.0,3.0,0,3,1940,6.0,79000
6,1,1217,3.0,626,2.0,1,0,3.0,1980,20.0,1.0,591,10762,6,3.0,1980,2.0,1,5.0,3.0,3.0,75.0,4.0,0,1.0,3.0,1,3,1980,6.0,120000
7,2,2110,2.0,948,2.0,2,695,2.0,1994,20.0,1.0,888,8880,5,2.0,2002,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1994,2.0,205000
7,2,1872,3.0,1845,2.0,2,929,3.0,1988,14.0,1.0,0,10400,5,3.0,1988,3.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,0.0,0,3,1988,2.0,241500
6,1,1928,3.0,1020,1.0,2,0,1.0,1910,17.0,0.0,1020,9142,8,0.0,1950,1.0,2,1.0,3.0,4.0,69.0,4.0,0,1.0,3.0,0,4,1910,6.0,137000
6,2,1375,3.0,1367,4.0,1,0,3.0,1954,12.0,1.0,0,11310,5,3.0,1954,1.0,1,5.0,3.0,3.0,75.0,4.0,0,1.0,3.0,0,2,1954,6.0,140000
7,2,1668,2.0,840,2.0,2,0,2.0,2003,5.0,1.0,828,11317,5,0.0,2003,2.0,1,5.0,3.0,3.0,72.0,4.0,0,1.0,3.0,1,3,2003,6.0,180000
6,2,2144,2.0,1444,2.0,2,697,2.0,1958,4.0,1.0,700,159000,7,3.0,2006,3.0,1,5.0,2.0,3.0,0.0,4.0,0,1.0,1.0,0,4,1958,5.0,277000
3,0,1306,3.0,728,4.0,1,0,1.0,1940,3.0,1.0,0,5350,2,0.0,1966,0.0,1,0.0,3.0,3.0,55.0,4.0,0,1.0,3.0,0,3,0,6.0,76500
8,2,1625,2.0,1573,2.0,2,1573,2.0,2006,6.0,1.0,0,4750,5,4.0,2007,3.0,1,5.0,1.0,4.0,44.0,3.0,1,1.0,1.0,0,2,2006,2.0,235000
6,2,1640,2.0,798,2.0,2,0,2.0,2004,20.0,1.0,842,8366,5,0.0,2004,2.0,1,5.0,3.0,3.0,65.0,4.0,0,1.0,3.0,1,3,2004,6.0,173000
6,1,1302,3.0,1302,2.0,2,270,2.0,1964,12.0,1.0,0,9350,7,0.0,1991,2.0,1,5.0,3.0,3.0,85.0,4.0,0,1.0,1.0,0,3,1964,3.0,158000
5,1,1314,3.0,1314,4.0,1,922,3.0,1957,12.0,1.0,0,8400,6,0.0,1957,2.0,1,5.0,3.0,3.0,70.0,4.0,1,1.0,3.0,0,3,1957,5.0,145000
7,2,2291,2.0,975,2.0,2,0,2.0,1999,8.0,1.0,1286,8738,5,3.0,1999,3.0,1,3.0,3.0,3.0,66.0,4.0,0,1.0,3.0,1,4,1999,6.0,230000
6,2,1728,2.0,864,2.0,2,503,2.0,2003,21.0,1.0,864,8791,5,0.0,2003,2.0,1,5.0,3.0,1.0,64.0,4.0,0,1.0,3.0,1,3,2003,5.0,207500
7,2,1604,2.0,1604,2.0,2,1334,2.0,2006,5.0,1.0,0,8814,5,4.0,2006,2.0,1,5.0,3.0,3.0,68.0,0.0,1,1.0,3.0,1,3,2006,2.0,220000
7,2,1792,2.0,963,2.0,2,361,2.0,2001,5.0,1.0,829,12435,5,3.0,2001,2.0,1,5.0,3.0,3.0,80.0,4.0,0,1.0,3.0,1,3,2001,2.0,231500
5,1,882,3.0,0,3.0,1,0,3.0,1956,17.0,1.0,0,12702,5,0.0,1956,1.0,1,1.0,3.0,4.0,70.0,4.0,0,1.0,4.0,0,2,1956,4.0,97000
6,2,1382,3.0,1362,4.0,1,672,3.0,1962,12.0,1.0,0,19296,5,3.0,1962,1.0,1,5.0,3.0,3.0,120.0,4.0,1,1.0,1.0,0,3,1991,5.0,176000
8,3,2574,2.0,1482,0.0,2,0,0.0,2007,5.0,1.0,1092,9588,5,4.0,2007,3.0,1,3.0,3.0,3.0,69.0,5.0,0,1.0,3.0,1,3,2007,6.0,276000
6,2,1212,3.0,506,2.0,1,506,3.0,1977,19.0,1.0,0,8471,7,3.0,1995,1.0,1,5.0,3.0,3.0,88.0,4.0,1,1.0,0.0,0,3,1978,0.0,151000
5,2,1316,3.0,926,4.0,1,234,3.0,1929,17.0,1.0,0,5500,7,0.0,2001,1.0,1,1.0,3.0,4.0,50.0,4.0,1,1.0,3.0,0,3,1974,3.0,130000
5,2,764,3.0,680,1.0,1,0,3.0,1925,17.0,0.0,0,5232,5,0.0,2004,1.0,1,1.0,0.0,4.0,30.0,4.0,0,1.0,3.0,0,2,1965,6.0,73000
6,2,1422,3.0,1422,2.0,2,588,2.0,1981,14.0,1.0,0,12090,6,3.0,1981,3.0,1,5.0,3.0,3.0,78.0,4.0,0,1.0,3.0,0,3,1981,2.0,175500
6,2,1511,3.0,802,2.0,2,714,3.0,1997,8.0,1.0,709,11207,5,3.0,1997,3.0,1,5.0,1.0,3.0,70.0,4.0,1,1.0,0.0,1,3,1997,2.0,185000
5,1,2192,3.0,720,4.0,2,378,2.0,1939,18.0,1.0,720,8400,8,4.0,1997,1.0,1,1.0,0.0,3.0,60.0,4.0,0,1.0,3.0,1,4,1939,3.0,179500
5,1,778,3.0,740,4.0,1,403,3.0,1940,9.0,1.0,0,6900,6,4.0,1955,3.0,1,1.0,3.0,4.0,71.0,4.0,0,1.0,3.0,0,2,1966,0.0,120500
6,1,1113,3.0,1143,4.0,1,751,3.0,1976,7.0,1.0,0,7917,7,2.0,1976,2.0,1,5.0,3.0,3.0,0.0,4.0,1,1.0,3.0,1,3,1987,1.0,148000
