OverallQual,GarageCars,ExterQual,BsmtQual,GrLivArea,GarageFinish,FullBath,GarageType,FireplaceQu,KitchenQual,TotalBsmtSF,2ndFlrSF,CentralAir,1stFlrSF,BsmtFinSF1,TotRmsAbvGrd,YearRemodAdd,Fireplaces,LandContour,YearBuilt,BsmtFinType1,GarageCond,LotArea,BsmtExposure,GarageArea,HalfBath,KitchenAbvGr,MSZoning,Neighborhood,OpenPorchSF,SalePrice
7,2,2.0,2.0,1501,2.0,2,5.0,0.0,2.0,1490,0,1.0,1501,679,6,1999,0,3.0,1999,2.0,5.0,10335,1.0,577,0,1,3.0,5.0,29,204000
5,2,3.0,4.0,1728,1.0,2,1.0,0.0,3.0,1728,0,1.0,1728,1332,10,1963,0,3.0,1963,5.0,5.0,9100,3.0,504,0,2,4.0,19.0,0,125000
6,2,2.0,2.0,1709,1.0,2,1.0,0.0,2.0,970,739,1.0,970,0,7,2006,0,3.0,2004,6.0,5.0,2522,3.0,380,0,1,4.0,7.0,40,130000
5,1,3.0,4.0,875,1.0,1,1.0,0.0,3.0,715,0,1.0,875,209,5,1993,0,3.0,1931,1.0,5.0,6120,3.0,180,0,1,4.0,3.0,0,105000
7,2,2.0,2.0,2035,3.0,2,3.0,4.0,2.0,884,1151,1.0,884,0,8,2001,1,3.0,2001,6.0,5.0,9505,3.0,434,1,1,3.0,8.0,48,222500
7,0,3.0,2.0,1080,0.0,1,0.0,0.0,2.0,1080,0,1.0,1080,680,6,2005,0,3.0,2004,2.0,3.0,7500,3.0,0,0,1,3.0,20.0,0,141000
5,1,3.0,2.0,1344,1.0,1,1.0,0.0,3.0,896,448,1.0,896,0,7,1950,0,3.0,1936,6.0,5.0,6240,3.0,240,0,1,4.0,3.0,114,115000
5,2,3.0,4.0,969,1.0,1,5.0,0.0,3.0,969,0,1.0,969,716,5,1975,0,3.0,1975,1.0,5.0,10356,0.0,440,1,1,3.0,5.0,0,122000
8,3,2.0,0.0,1710,2.0,2,5.0,4.0,2.0,1710,0,1.0,1710,1400,6,2008,1,3.0,2007,2.0,5.0,13891,1.0,866,0,1,3.0,16.0,102,372402
6,2,3.0,4.0,1993,2.0,2,5.0,4.0,3.0,825,896,1.0,1097,416,8,1971,1,3.0,1971,5.0,5.0,14803,3.0,495,1,1,3.0,14.0,66,190000
6,2,3.0,2.0,1252,2.0,1,5.0,4.0,3.0,1602,0,1.0,1252,429,4,1975,1,3.0,1960,1.0,5.0,13500,1.0,564,0,1,3.0,4.0,0,235000
6,1,3.0,4.0,1200,1.0,1,1.0,0.0,3.0,1200,0,1.0,1200,0,7,1950,0,3.0,1923,6.0,1.0,11340,3.0,312,0,1,4.0,17.0,0,125000
6,0,3.0,4.0,1096,0.0,1,0.0,0.0,3.0,572,524,0.0,572,0,5,1950,0,3.0,1924,6.0,3.0,9600,3.0,0,0,1,3.0,7.0,8,79000
5,2,3.0,3.0,1040,1.0,1,1.0,0.0,3.0,0,0,1.0,1040,0,5,1950,0,3.0,1950,4.0,5.0,7200,4.0,625,0,1,3.0,12.0,0,109500
8,3,2.0,0.0,1968,3.0,2,3.0,4.0,0.0,774,1194,1.0,774,0,8,2010,1,3.0,2009,6.0,5.0,12003,3.0,680,1,1,3.0,23.0,75,269500
7,2,2.0,2.0,1947,2.0,2,5.0,4.0,2.0,991,956,1.0,991,222,8,2005,1,3.0,2004,2.0,5.0,12552,3.0,678,1,1,1.0,21.0,136,254900
7,2,2.0,2.0,2462,2.0,2,5.0,4.0,2.0,1392,1070,1.0,1392,57,9,2006,1,1.0,2005,2.0,5.0,19378,2.0,576,1,1,3.0,8.0,132,320000
6,2,3.0,2.0,1232,1.0,2,5.0,0.0,3.0,1232,0,1.0,1232,660,6,1984,0,3.0,1984,1.0,5.0,11120,3.0,516,0,1,3.0,24.0,0,162500
9,3,2.0,0.0,2668,3.0,2,3.0,4.0,0.0,1572,1096,1.0,1572,1016,10,2004,2,3.0,2003,2.0,5.0,13688,0.0,726,1,1,3.0,16.0,0,412500
7,2,2.0,2.0,1541,2.0,2,5.0,4.0,2.0,1541,0,1.0,1541,1201,7,2005,1,3.0,2005,1.0,5.0,12182,2.0,532,0,1,3.0,16.0,70,220000
4,0,3.0,4.0,882,0.0,1,0.0,0.0,3.0,882,0,1.0,882,0,4,1956,0,3.0,1956,6.0,3.0,5500,3.0,0,0,1,3.0,17.0,0,103200
6,1,3.0,4.0,1616,1.0,2,1.0,0.0,2.0,1149,467,1.0,1149,370,5,2004,0,3.0,1926,3.0,5.0,5400,2.0,216,0,1,4.0,17.0,0,152000
5,0,3.0,4.0,1355,0.0,2,0.0,0.0,3.0,644,547,1.0,808,351,6,1999,0,3.0,1940,0.0,3.0,10106,3.0,0,0,2,3.0,7.0,0,127500
5,1,2.0,4.0,1867,3.0,1,5.0,4.0,3.0,1617,0,1.0,1867,379,7,1993,3,3.0,1955,3.0,5.0,10708,3.0,303,0,1,3.0,4.0,0,190000
8,3,2.0,0.0,2161,3.0,1,5.0,4.0,0.0,1582,551,1.0,1610,1288,8,2007,1,3.0,2007,2.0,5.0,10562,3.0,789,1,1,3.0,16.0,120,325624
7,2,2.0,2.0,1720,3.0,2,5.0,4.0,2.0,840,880,1.0,840,0,7,2004,1,3.0,2004,6.0,5.0,8244,3.0,440,1,1,3.0,8.0,48,183500
8,2,2.0,2.0,1707,2.0,2,5.0,3.0,3.0,1686,0,1.0,1707,0,6,1981,1,3.0,1981,6.0,5.0,16669,3.0,511,1,1,3.0,23.0,64,228000
5,2,3.0,4.0,1382,1.0,1,1.0,0.0,3.0,720,0,1.0,854,360,7,1950,0,3.0,1941,5.0,5.0,12358,3.0,660,1,1,4.0,17.0,0,128500
6,2,3.0,4.0,1656,3.0,1,5.0,4.0,3.0,1080,0,1.0,1656,639,7,1960,2,3.0,1960,1.0,5.0,31770,1.0,528,0,1,3.0,12.0,62,215000
7,2,2.0,2.0,1767,2.0,2,5.0,3.0,2.0,1064,703,1.0,1064,495,5,1987,1,3.0,1987,2.0,5.0,5306,3.0,504,0,1,3.0,22.0,35,239000
6,2,3.0,4.0,1362,1.0,1,5.0,3.0,3.0,1362,0,1.0,1362,288,6,1961,1,3.0,1961,0.0,5.0,10197,3.0,504,1,1,3.0,12.0,20,163000
6,2,3.0,2.0,1651,3.0,2,5.0,3.0,3.0,1606,0,1.0,1651,1398,7,1986,1,3.0,1986,0.0,5.0,12416,3.0,616,0,1,3.0,23.0,0,184000
6,2,3.0,4.0,2158,1.0,2,5.0,4.0,2.0,1202,0,1.0,2158,477,7,2001,1,3.0,1950,0.0,5.0,12615,0.0,576,0,1,3.0,7.0,29,243000
6,2,2.0,2.0,2060,1.0,2,5.0,3.0,3.0,1151,896,1.0,1164,831,8,1989,1,3.0,1988,2.0,5.0,10029,3.0,521,1,1,3.0,4.0,228,211000
5,2,2.0,4.0,1920,1.0,2,5.0,4.0,2.0,1052,668,1.0,1252,57,8,1958,1,3.0,1958,0.0,5.0,13650,3.0,451,0,1,3.0,19.0,0,172500
9,3,0.0,0.0,2234,3.0,2,5.0,4.0,0.0,2216,0,1.0,2234,1904,9,2009,1,3.0,2008,2.0,5.0,17423,3.0,1166,0,1,3.0,22.0,60,501837
5,2,2.0,4.0,968,1.0,1,1.0,0.0,3.0,968,0,1.0,968,0,5,2006,0,3.0,1923,6.0,5.0,8520,3.0,480,0,1,4.0,17.0,0,100000
6,2,2.0,2.0,1525,1.0,2,1.0,3.0,2.0,756,756,1.0,769,436,5,2000,1,3.0,2000,2.0,5.0,2117,3.0,440,1,1,1.0,21.0,0,177000
7,1,3.0,1.0,1802,1.0,1,1.0,4.0,3.0,793,901,1.0,901,352,9,1950,1,3.0,1920,3.0,5.0,7588,3.0,216,1,1,3.0,6.0,0,200100
5,1,3.0,3.0,1340,2.0,1,5.0,4.0,3.0,0,0,1.0,1340,0,7,2006,1,3.0,1957,4.0,5.0,9060,4.0,252,0,1,3.0,7.0,0,120000
7,2,3.0,2.0,2082,1.0,2,1.0,0.0,2.0,1362,720,1.0,1362,0,6,2003,0,3.0,2003,6.0,5.0,11426,3.0,484,1,1,4.0,17.0,238,200000
5,2,3.0,1.0,1252,1.0,1,5.0,0.0,3.0,504,316,1.0,936,0,5,1991,0,3.0,1908,6.0,5.0,7438,3.0,576,0,1,3.0,3.0,0,127000
10,3,2.0,4.0,3608,1.0,2,1.0,3.0,0.0,1107,1518,1.0,1518,0,12,1993,2,3.0,1892,6.0,5.0,22950,2.0,840,1,1,4.0,17.0,260,475000
7,2,3.0,2.0,1217,1.0,2,5.0,0.0,2.0,1188,0,1.0,1217,611,6,1991,0,3.0,1990,2.0,5.0,9947,0.0,497,0,1,3.0,11.0,27,173000
5,1,3.0,1.0,1656,1.0,2,1.0,0.0,3.0,660,704,1.0,808,0,8,1987,0,3.0,1916,6.0,1.0,10410,3.0,180,1,1,3.0,17.0,0,135000
5,2,3.0,2.0,1224,1.0,0,1.0,3.0,3.0,1086,0,1.0,1224,1086,6,1979,2,0.0,1979,2.0,5.0,7018,0.0,528,2,2,3.0,20.0,0,153337
8,2,2.0,0.0,1593,3.0,1,5.0,4.0,0.0,1593,0,1.0,1593,1153,5,2002,1,3.0,2001,2.0,5.0,4923,0.0,682,1,1,3.0,22.0,120,286000
8,2,2.0,2.0,2727,1.0,2,1.0,3.0,2.0,853,1178,1.0,1549,297,10,1994,2,0.0,1932,5.0,5.0,10570,3.0,440,1,1,3.0,6.0,74,315000
7,2,3.0,4.0,1479,3.0,1,5.0,0.0,2.0,725,754,1.0,725,626,7,2004,0,3.0,1972,0.0,5.0,7472,3.0,484,1,1,3.0,12.0,32,184000
7,2,2.0,2.0,1431,3.0,2,5.0,0.0,2.0,1431,0,1.0,1431,560,6,1999,0,3.0,1999,2.0,5.0,9017,0.0,666,0,1,3.0,5.0,35,192000
7,2,2.0,2.0,1709,1.0,2,1.0,0.0,2.0,970,739,1.0,970,0,7,2004,0,3.0,2004,6.0,5.0,2522,3.0,380,0,1,4.0,7.0,40,130000
5,1,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,390,5,1972,0,3.0,1972,0.0,5.0,7180,0.0,352,0,1,3.0,5.0,0,127000
6,2,3.0,2.0,1456,1.0,2,5.0,3.0,3.0,855,601,1.0,855,566,7,1976,1,3.0,1976,0.0,5.0,2280,3.0,440,1,1,3.0,13.0,0,148500
7,3,0.0,0.0,1726,3.0,2,5.0,4.0,0.0,1726,0,1.0,1726,1126,8,2007,1,3.0,2007,2.0,5.0,9416,3.0,786,0,1,3.0,21.0,138,311872
8,2,2.0,4.0,3112,1.0,2,1.0,5.0,2.0,1360,1360,1.0,1360,1036,8,1990,1,3.0,1918,2.0,5.0,25419,3.0,795,0,1,3.0,12.0,16,235000
6,0,3.0,4.0,2229,0.0,1,0.0,0.0,3.0,755,929,1.0,929,0,8,1950,0,3.0,1912,6.0,3.0,5520,3.0,0,0,1,4.0,17.0,198,104000
8,3,2.0,0.0,1713,3.0,2,5.0,4.0,0.0,1713,0,1.0,1713,1088,7,2005,1,3.0,2004,2.0,5.0,9591,0.0,856,0,1,3.0,16.0,26,274900
4,2,3.0,2.0,1121,2.0,2,5.0,0.0,3.0,1121,0,1.0,1121,0,5,2004,0,3.0,2003,6.0,5.0,8546,3.0,440,0,1,4.0,7.0,64,140000
6,2,3.0,4.0,1279,1.0,2,1.0,2.0,3.0,1196,0,1.0,1279,641,6,1977,2,3.0,1977,0.0,5.0,10125,3.0,473,0,1,3.0,11.0,83,171500
6,1,3.0,1.0,1310,1.0,2,5.0,0.0,3.0,617,445,1.0,865,617,6,1950,0,3.0,1924,3.0,5.0,7000,3.0,398,0,1,3.0,17.0,0,112000
6,2,2.0,2.0,848,2.0,1,5.0,4.0,2.0,848,0,1.0,848,662,3,2004,1,3.0,2004,2.0,5.0,4438,0.0,420,0,1,4.0,5.0,0,149000
5,1,3.0,4.0,1284,1.0,1,1.0,0.0,3.0,720,564,1.0,720,312,5,1950,0,3.0,1947,3.0,5.0,3500,3.0,240,1,1,4.0,17.0,35,110000
7,2,3.0,2.0,1442,2.0,2,5.0,0.0,3.0,1424,0,1.0,1442,0,5,1990,0,3.0,1990,6.0,5.0,11851,3.0,500,0,1,3.0,8.0,34,180500
5,1,3.0,4.0,1696,2.0,1,5.0,3.0,3.0,1140,0,1.0,1696,0,8,1962,1,3.0,1962,6.0,5.0,13673,3.0,349,1,1,3.0,19.0,30,143900
4,1,3.0,4.0,1100,2.0,1,5.0,1.0,3.0,1100,0,1.0,1100,419,6,1960,1,3.0,1960,0.0,5.0,12493,3.0,312,0,1,3.0,12.0,0,141000
7,2,2.0,2.0,2062,3.0,2,5.0,4.0,3.0,1157,882,1.0,1180,1065,7,1989,1,2.0,1988,2.0,5.0,14364,1.0,454,1,1,3.0,20.0,55,277000
6,2,3.0,2.0,1092,2.0,1,5.0,0.0,3.0,1092,0,1.0,1092,787,6,1964,0,3.0,1964,5.0,2.0,8250,3.0,504,0,1,3.0,12.0,0,145000
5,0,3.0,4.0,864,0.0,1,0.0,0.0,3.0,864,0,0.0,864,468,5,1950,0,3.0,1925,5.0,3.0,5604,3.0,0,0,1,3.0,7.0,0,98000
6,2,3.0,2.0,1212,2.0,2,5.0,0.0,2.0,1212,0,1.0,1212,36,6,2009,0,3.0,2009,2.0,5.0,10420,2.0,460,0,1,3.0,7.0,22,186000
7,2,3.0,2.0,1852,2.0,2,5.0,3.0,2.0,900,920,1.0,932,822,7,2009,1,3.0,2009,2.0,5.0,8640,3.0,644,1,1,1.0,21.0,108,252678
5,2,3.0,2.0,990,1.0,1,5.0,0.0,3.0,990,0,1.0,990,716,5,1995,0,3.0,1995,0.0,5.0,13568,3.0,576,0,1,3.0,5.0,0,156000
6,1,3.0,2.0,1392,3.0,1,5.0,0.0,3.0,689,703,1.0,689,378,6,1977,0,3.0,1977,2.0,5.0,10900,3.0,299,1,1,3.0,5.0,36,161750
5,1,3.0,4.0,1236,1.0,1,5.0,2.0,2.0,1070,0,1.0,1236,360,6,1996,1,3.0,1957,1.0,5.0,10011,3.0,447,0,1,3.0,12.0,0,134450
7,2,2.0,2.0,1436,1.0,2,5.0,0.0,2.0,1436,0,1.0,1436,946,8,2004,0,3.0,2004,2.0,5.0,8450,2.0,484,0,1,3.0,5.0,98,210000
4,1,3.0,4.0,1328,1.0,1,1.0,0.0,3.0,686,518,0.0,810,0,8,1950,0,3.0,1925,6.0,5.0,9906,3.0,210,0,1,4.0,17.0,172,107000
7,2,2.0,4.0,1954,1.0,1,5.0,3.0,2.0,798,817,1.0,1137,341,8,2006,2,3.0,1939,1.0,5.0,15660,3.0,431,1,1,3.0,6.0,119,311500
7,2,2.0,2.0,1248,3.0,2,5.0,0.0,2.0,1248,0,1.0,1248,16,5,2006,0,3.0,2005,2.0,5.0,3010,0.0,438,0,1,3.0,0.0,0,167240
7,2,2.0,2.0,1498,2.0,2,5.0,0.0,2.0,1498,0,1.0,1498,0,5,2006,0,3.0,2006,6.0,5.0,8990,2.0,675,0,1,3.0,5.0,33,204900
6,2,2.0,2.0,2267,2.0,2,3.0,3.0,2.0,1010,1257,1.0,1010,0,8,2002,1,3.0,2002,6.0,5.0,8068,3.0,390,1,1,3.0,8.0,46,200000
6,2,3.0,2.0,1552,2.0,2,5.0,3.0,3.0,713,741,1.0,811,550,6,1975,1,3.0,1975,0.0,5.0,11475,3.0,434,1,1,3.0,14.0,208,179900
4,2,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,524,4,1971,0,3.0,1971,0.0,5.0,10500,3.0,576,0,1,3.0,12.0,0,97000
10,3,0.0,0.0,2392,3.0,2,5.0,5.0,0.0,2392,0,1.0,2392,56,8,2003,1,3.0,2003,2.0,5.0,13472,1.0,968,0,1,3.0,16.0,105,386250
5,1,3.0,4.0,1302,1.0,2,1.0,0.0,3.0,630,672,1.0,630,0,6,1971,0,3.0,1971,6.0,5.0,1680,3.0,280,1,1,4.0,2.0,0,112000
7,3,2.0,2.0,2520,2.0,2,5.0,3.0,2.0,1203,1306,1.0,1214,565,9,1995,1,3.0,1995,2.0,5.0,9950,3.0,721,1,1,3.0,15.0,114,290000
6,1,3.0,4.0,987,1.0,1,1.0,0.0,3.0,483,504,1.0,483,321,5,1970,0,3.0,1970,5.0,5.0,1869,3.0,280,1,1,4.0,2.0,0,106000
5,1,3.0,4.0,912,1.0,1,1.0,2.0,3.0,912,0,1.0,912,842,5,1967,1,3.0,1967,0.0,5.0,8521,3.0,336,0,1,3.0,19.0,0,125000
7,2,2.0,2.0,1555,3.0,2,5.0,3.0,2.0,1373,0,1.0,1555,16,7,2006,1,3.0,2005,2.0,5.0,3182,0.0,430,0,1,3.0,0.0,20,192500
6,1,3.0,4.0,1194,2.0,1,5.0,0.0,3.0,1194,0,1.0,1194,0,6,1959,0,3.0,1959,6.0,5.0,8760,3.0,312,0,1,3.0,12.0,0,148000
8,3,2.0,2.0,2794,3.0,2,5.0,3.0,0.0,1462,1304,1.0,1490,689,9,1996,1,3.0,1995,2.0,5.0,15138,3.0,810,1,1,3.0,15.0,146,403000
6,1,3.0,4.0,987,1.0,1,5.0,1.0,3.0,483,504,1.0,483,0,5,1972,1,3.0,1972,6.0,5.0,1680,3.0,288,1,1,4.0,2.0,0,94500
5,1,3.0,4.0,894,1.0,1,5.0,0.0,3.0,894,0,1.0,894,182,5,1976,0,3.0,1976,3.0,5.0,10650,0.0,308,0,1,3.0,5.0,0,128200
6,2,2.0,2.0,1960,3.0,2,3.0,3.0,2.0,860,1100,1.0,860,625,8,2002,2,3.0,2002,2.0,5.0,7851,3.0,440,1,1,3.0,8.0,48,216500
6,1,3.0,4.0,987,1.0,1,1.0,0.0,3.0,483,504,1.0,483,358,5,1971,0,3.0,1971,0.0,5.0,1680,3.0,264,1,1,4.0,2.0,0,89500
7,2,2.0,2.0,1414,2.0,2,5.0,0.0,2.0,1414,0,1.0,1414,24,6,2004,0,3.0,2004,2.0,5.0,8773,0.0,494,0,1,3.0,5.0,105,185500
7,2,2.0,2.0,1744,2.0,2,5.0,0.0,2.0,996,730,1.0,1014,402,7,2003,0,3.0,1993,1.0,5.0,9453,3.0,457,1,1,3.0,20.0,70,194500
8,3,0.0,0.0,1694,3.0,2,5.0,0.0,2.0,1694,0,1.0,1694,0,7,2007,0,3.0,2007,6.0,5.0,12030,3.0,818,0,1,3.0,16.0,228,318000
6,1,3.0,4.0,1487,1.0,1,1.0,4.0,3.0,735,689,1.0,798,94,7,1950,1,3.0,1945,3.0,5.0,8741,3.0,220,1,1,3.0,7.0,140,113000
8,2,2.0,2.0,1566,2.0,2,5.0,0.0,2.0,1566,0,1.0,1566,1078,7,2008,0,3.0,2008,2.0,5.0,9000,0.0,750,0,1,1.0,21.0,168,262500
5,0,3.0,4.0,866,0.0,1,0.0,0.0,2.0,686,0,1.0,866,329,4,1997,0,3.0,1945,0.0,3.0,3880,3.0,0,0,1,4.0,17.0,42,110500
5,1,3.0,4.0,1440,1.0,1,5.0,0.0,3.0,540,551,0.0,889,0,6,1950,0,3.0,1900,6.0,5.0,5000,3.0,352,0,1,4.0,17.0,0,79000
6,1,3.0,2.0,1217,2.0,1,5.0,3.0,3.0,626,591,1.0,626,0,6,1980,1,3.0,1980,6.0,5.0,10762,3.0,288,1,1,3.0,20.0,28,120000
7,2,2.0,2.0,2110,2.0,2,5.0,2.0,2.0,948,888,1.0,1222,695,8,2002,2,3.0,1994,2.0,5.0,8880,3.0,463,1,1,3.0,20.0,130,205000
7,2,3.0,2.0,1872,3.0,2,5.0,3.0,3.0,1845,0,1.0,1872,929,6,1988,1,3.0,1988,2.0,5.0,10400,0.0,604,0,1,3.0,14.0,39,241500
6,1,3.0,1.0,1928,1.0,2,1.0,0.0,1.0,1020,1020,0.0,908,0,9,1950,0,3.0,1910,6.0,4.0,9142,3.0,440,0,2,4.0,17.0,60,137000
6,2,3.0,4.0,1375,1.0,1,5.0,3.0,3.0,1367,0,1.0,1375,0,5,1954,1,3.0,1954,6.0,5.0,11310,3.0,451,0,1,3.0,12.0,30,140000
7,2,2.0,2.0,1668,2.0,2,5.0,0.0,2.0,840,828,1.0,840,0,8,2003,0,3.0,2003,6.0,5.0,11317,3.0,500,1,1,3.0,5.0,68,180000
6,2,2.0,2.0,2144,3.0,2,5.0,3.0,2.0,1444,700,1.0,1444,697,7,2006,2,2.0,1958,5.0,5.0,159000,1.0,389,0,1,3.0,4.0,98,277000
3,0,3.0,4.0,1306,0.0,1,0.0,0.0,1.0,728,0,1.0,1306,0,6,1966,0,3.0,1940,6.0,3.0,5350,3.0,0,0,1,3.0,3.0,0,76500
8,2,2.0,2.0,1625,3.0,2,5.0,4.0,2.0,1573,0,1.0,1625,1573,5,2007,1,1.0,2006,2.0,5.0,4750,1.0,538,0,1,4.0,6.0,0,235000
6,2,2.0,2.0,1640,2.0,2,5.0,0.0,2.0,798,842,1.0,798,0,6,2004,0,3.0,2004,6.0,5.0,8366,3.0,520,1,1,3.0,20.0,45,173000
6,1,3.0,2.0,1302,2.0,2,5.0,0.0,2.0,1302,0,1.0,1302,270,7,1991,0,3.0,1964,3.0,5.0,9350,1.0,309,0,1,3.0,12.0,0,158000
5,1,3.0,4.0,1314,2.0,1,5.0,0.0,3.0,1314,0,1.0,1314,922,5,1957,0,3.0,1957,5.0,5.0,8400,3.0,294,0,1,3.0,12.0,0,145000
7,2,2.0,2.0,2291,3.0,2,3.0,3.0,2.0,975,1286,1.0,1005,0,8,1999,1,3.0,1999,6.0,5.0,8738,3.0,429,1,1,3.0,8.0,0,230000
6,2,2.0,2.0,1728,2.0,2,5.0,0.0,2.0,864,864,1.0,864,503,7,2003,0,3.0,2003,5.0,5.0,8791,3.0,673,1,1,1.0,21.0,56,207500
7,2,2.0,2.0,1604,2.0,2,5.0,4.0,2.0,1604,0,1.0,1604,1334,8,2006,1,3.0,2006,2.0,5.0,8814,3.0,660,1,1,3.0,5.0,110,220000
7,2,2.0,2.0,1792,2.0,2,5.0,3.0,2.0,963,829,1.0,963,361,7,2001,1,3.0,2001,2.0,5.0,12435,3.0,564,1,1,3.0,5.0,96,231500
5,1,3.0,3.0,882,1.0,1,1.0,0.0,3.0,0,0,1.0,882,0,4,1956,0,3.0,1956,4.0,5.0,12702,4.0,308,0,1,4.0,17.0,45,97000
6,2,3.0,4.0,1382,1.0,1,5.0,3.0,3.0,1362,0,1.0,1382,672,6,1962,1,3.0,1962,5.0,5.0,19296,1.0,884,0,1,3.0,12.0,0,176000
8,3,2.0,0.0,2574,3.0,2,3.0,4.0,0.0,1482,1092,1.0,1482,0,10,2007,1,3.0,2007,6.0,5.0,9588,3.0,868,1,1,3.0,5.0,148,276000
6,2,3.0,2.0,1212,1.0,1,5.0,3.0,3.0,506,0,1.0,1212,506,6,1995,1,3.0,1977,0.0,5.0,8471,0.0,492,0,1,3.0,19.0,12,151000
5,2,3.0,4.0,1316,1.0,1,1.0,0.0,3.0,926,0,1.0,926,234,6,2001,0,3.0,1929,3.0,5.0,5500,3.0,484,0,1,4.0,17.0,0,130000
5,2,3.0,1.0,764,1.0,1,1.0,0.0,3.0,680,0,0.0,764,0,4,2004,0,0.0,1925,6.0,5.0,5232,3.0,504,0,1,4.0,17.0,0,73000
6,2,3.0,2.0,1422,3.0,2,5.0,3.0,2.0,1422,0,1.0,1422,588,7,1981,1,3.0,1981,2.0,5.0,12090,3.0,576,0,1,3.0,14.0,0,175500
6,2,3.0,2.0,1511,3.0,2,5.0,3.0,3.0,802,709,1.0,802,714,8,1997,1,1.0,1997,2.0,5.0,11207,0.0,413,1,1,3.0,8.0,75,185000
5,1,3.0,4.0,2192,1.0,2,1.0,4.0,2.0,720,720,1.0,1052,378,8,1997,1,0.0,1939,3.0,5.0,8400,3.0,240,1,1,3.0,18.0,24,179500
5,1,3.0,4.0,778,3.0,1,1.0,4.0,3.0,740,0,1.0,778,403,4,1955,1,3.0,1940,0.0,0.0,6900,3.0,924,0,1,4.0,9.0,25,120500
6,1,3.0,4.0,1113,2.0,1,5.0,2.0,3.0,1143,0,1.0,1113,751,6,1976,1,3.0,1976,1.0,2.0,7917,3.0,504,1,1,3.0,7.0,30,148000
8,3,2.0,2.0,1939,2.0,2,5.0,4.0,2.0,1095,844,1.0,1095,0,8,2006,1,3.0,2006,6.0,5.0,10728,2.0,1053,1,1,1.0,21.0,51,266000
7,2,3.0,2.0,1363,1.0,1,5.0,3.0,3.0,1385,0,1.0,1363,226,5,2005,2,2.0,1954,3.0,5.0,39104,1.0,439,0,1,3.0,4.0,0,241500
8,3,2.0,2.0,2270,3.0,2,5.0,4.0,2.0,1152,1106,1.0,1164,524,9,2007,1,3.0,1999,2.0,5.0,11764,3.0,671,1,1,3.0,15.0,57,290000
6,1,3.0,4.0,1632,2.0,2,5.0,4.0,3.0,1240,0,1.0,1632,620,6,1988,1,3.0,1958,5.0,5.0,9600,3.0,338,0,1,3.0,12.0,0,139000
5,1,3.0,4.0,816,1.0,1,5.0,0.0,3.0,816,0,1.0,816,546,5,1982,0,3.0,1982,0.0,5.0,8314,1.0,264,0,1,3.0,11.0,0,124500
7,2,2.0,4.0,1548,1.0,2,1.0,0.0,0.0,952,596,0.0,952,0,5,2007,0,3.0,1925,6.0,5.0,7264,3.0,672,1,1,3.0,3.0,0,205000
7,2,2.0,0.0,1560,3.0,2,5.0,0.0,2.0,1560,0,1.0,1560,0,7,2003,0,3.0,2003,6.0,5.0,9196,3.0,573,0,1,3.0,11.0,150,201000
4,2,3.0,4.0,864,1.0,1,1.0,0.0,3.0,864,0,1.0,864,120,4,1951,0,3.0,1951,3.0,5.0,19138,3.0,400,0,1,3.0,8.0,0,141000
9,3,0.0,0.0,2121,3.0,2,5.0,5.0,0.0,2121,0,1.0,2121,0,8,2007,1,3.0,2006,6.0,5.0,14450,1.0,732,1,1,3.0,16.0,98,415298
7,2,3.0,2.0,2022,3.0,2,5.0,3.0,3.0,1160,866,1.0,1156,392,8,1977,1,3.0,1977,1.0,5.0,10005,3.0,505,1,1,3.0,4.0,117,192000
7,2,2.0,2.0,1982,3.0,2,5.0,3.0,2.0,807,807,1.0,1175,421,7,1989,1,3.0,1989,2.0,5.0,11287,0.0,575,1,1,3.0,20.0,84,228500
6,2,2.0,2.0,1262,3.0,2,5.0,0.0,2.0,1262,0,1.0,1262,905,5,2006,0,3.0,2006,2.0,5.0,7200,3.0,572,0,1,1.0,21.0,120,185000
7,2,2.0,2.0,1314,2.0,2,5.0,4.0,2.0,1314,0,1.0,1314,904,6,2008,1,3.0,2007,2.0,5.0,5063,3.0,626,0,1,3.0,16.0,62,207500
8,3,2.0,2.0,1468,3.0,2,5.0,4.0,2.0,1468,0,1.0,1468,0,6,2009,1,3.0,2008,6.0,5.0,9612,3.0,898,0,1,3.0,21.0,150,244600
6,2,2.0,2.0,1575,2.0,2,5.0,0.0,2.0,1575,0,1.0,1575,430,5,1992,0,3.0,1992,2.0,5.0,8012,3.0,529,0,1,3.0,20.0,0,179200
7,2,2.0,2.0,1250,2.0,2,1.0,0.0,2.0,625,625,1.0,625,0,5,2007,0,3.0,2006,6.0,5.0,4251,3.0,528,1,1,1.0,21.0,54,164700
6,2,3.0,4.0,1734,2.0,1,5.0,4.0,2.0,912,649,1.0,1085,600,7,1981,1,0.0,1962,5.0,5.0,9786,3.0,440,1,1,3.0,12.0,0,159000
4,0,3.0,4.0,858,0.0,1,0.0,0.0,3.0,858,0,1.0,858,614,5,1971,0,3.0,1971,1.0,3.0,8125,3.0,0,0,1,3.0,12.0,0,88000
5,1,3.0,4.0,900,1.0,1,1.0,0.0,3.0,882,0,1.0,900,450,5,1967,0,3.0,1967,1.0,5.0,9819,3.0,280,0,1,3.0,19.0,0,122000
